Route ID,Origin,Destination,Summary,Via
Junagadh-Vapi-Route-1-NH 48,Junagadh,Vapi,NH 48,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Vapi-Route-2-NH51 and NH 48,Junagadh,Vapi,NH51 and NH 48,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Junagadh-Rajkot-Route-1-NH151 and NH 27,Junagadh,Rajkot,NH151 and NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Rajkot-Route-2-NH 27,Junagadh,Rajkot,NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Rajkot-Route-3-NH151,Junagadh,Rajkot,NH151,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Bhavnagar-Route-1-GJ SH 30 and NH51,Junagadh,Bhavnagar,GJ SH 30 and NH51,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Junagadh-Bhavnagar-Route-2-GJ SH 31 and Bhavnag,Junagadh,Bhavnagar,GJ SH 31 and Bhavnagar - Rajkot Rd,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Bhavnagar-Route-3-GJ SH 30,Junagadh,Bhavnagar,GJ SH 30,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Junagadh-Gandhinagar-Route-1-NH 27 and NH 47,Junagadh,Gandhinagar,NH 27 and NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Gandhinagar-Route-2-GJ SH 1,Junagadh,Gandhinagar,GJ SH 1,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Gandhinagar-Route-3-GJ SH 36,Junagadh,Gandhinagar,GJ SH 36,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Junagadh-Kutch-Route-1-NH 27,Junagadh,Kutch,NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Navsari-Route-1-NH 47,Junagadh,Navsari,NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Navsari-Route-2-NH51,Junagadh,Navsari,NH51,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Junagadh-Nadiad-Route-1-NH 27 and NH 47,Junagadh,Nadiad,NH 27 and NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Nadiad-Route-2-NH 27,Junagadh,Nadiad,NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Patan-Route-1-NH 27,Junagadh,Patan,NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Patan-Route-2-NH 27 and GJ SH 7,Junagadh,Patan,NH 27 and GJ SH 7,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Patan-Route-3-NH 47,Junagadh,Patan,NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Morbi-Route-1-NH 27 and Rajkot - M,Junagadh,Morbi,NH 27 and Rajkot - Morbi Hwy,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Morbi-Route-2-NH 27,Junagadh,Morbi,NH 27,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Bharuch-Route-1-NH 47,Junagadh,Bharuch,NH 47,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Bharuch-Route-2-NE 4,Junagadh,Bharuch,NE 4,"Turn left at ICU AMBULANCE SERVICE - FIRST IN JUNAGADH onto Junagadh Rd<div style=""font-size:0.9em"">Pass by the pharmacy (on the left)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → Turn right at Shivkrupa onto Talav Gate Rd<div style=""font-size:0.9em"">Pass by the park (on the left)</div> → At Raj Cotton Works, continue onto Zanzarda Rd<div style=""font-size:0.9em"">Pass by ગળુ લૉટો સેન્ટર (on the left)</div> → Turn right at Cholafali onto Jalaram Rd/<wbr/>Umiyaji Marg<div style=""font-size:0.9em"">Continue to follow Jalaram Rd</div><div style=""font-size:0.9em"">Pass by Jay Mataji Flower (on the left)</div>"
Junagadh-Bharuch-Route-3-GJ SH 30 and NE 4,Junagadh,Bharuch,GJ SH 30 and NE 4,"Turn left onto Manekwada - Visavadar Rd<div style=""font-size:0.9em"">Pass by ખોડીયાર એગ્રો સેન્ટર (on the right)</div> → Head south on Jayshree Rd toward Junagadh Rd<div style=""font-size:0.9em"">Pass by HK Enterprise (on the left)</div> → At Shree Parmarth, continue onto Junagadh Rd/<wbr/>GJ SH 30<div style=""font-size:0.9em"">Continue to follow GJ SH 30</div><div style=""font-size:0.9em"">Pass by Rachna Hair Parlor. Opp. Circuit House ,Junagadh (on the left)</div> → Slight right at ખોડલધામ નાસ્તા હાઉસ onto NH351<div style=""font-size:0.9em"">Pass by Aasish pan coldrinks (on the right)</div> → At the roundabout, take the 3rd exit onto Junagadh - Mendarda Hwy/<wbr/>MG Rd<div style=""font-size:0.9em"">Go through 1 roundabout</div><div style=""font-size:0.9em"">Pass by GIRNAR TRAVELS JUNAGADH (on the right)</div>"
Kutch-Ahmedabad-Route-1-NH 754K,Kutch,Ahmedabad,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Ahmedabad-Route-2-NH 754K and Radhanpu,Kutch,Ahmedabad,NH 754K and Radhanpur Rd,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Ahmedabad-Route-3-GJ SH 7,Kutch,Ahmedabad,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Surat-Route-1-NH 754K,Kutch,Surat,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Surat-Route-2-GJ SH 7,Kutch,Surat,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Vadodara-Route-1-NH 754K,Kutch,Vadodara,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Vadodara-Route-2-NH 754K and NE 1,Kutch,Vadodara,NH 754K and NE 1,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Vadodara-Route-3-GJ SH 7,Kutch,Vadodara,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Vapi-Route-1-NH 48,Kutch,Vapi,NH 48,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Rajkot-Route-1-Bhuj - Bhachau Hwy,Kutch,Rajkot,Bhuj - Bhachau Hwy,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Bhavnagar-Route-1-GJ SH 7,Kutch,Bhavnagar,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Bhavnagar-Route-2-NH 754K,Kutch,Bhavnagar,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Bhavnagar-Route-3-NH 27,Kutch,Bhavnagar,NH 27,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Gandhinagar-Route-1-NH 754K,Kutch,Gandhinagar,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Gandhinagar-Route-2-NH 754K and GJ SH 18,Kutch,Gandhinagar,NH 754K and GJ SH 18,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Gandhinagar-Route-3-GJ SH 7,Kutch,Gandhinagar,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Junagadh-Route-1-NH 27,Kutch,Junagadh,NH 27,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Junagadh-Route-2-NH 754K and NH 27,Kutch,Junagadh,NH 754K and NH 27,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Navsari-Route-1-NH 754K,Kutch,Navsari,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Nadiad-Route-1-NH 754K,Kutch,Nadiad,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Nadiad-Route-2-NH 754K and Radhanpu,Kutch,Nadiad,NH 754K and Radhanpur Rd,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Nadiad-Route-3-GJ SH 7,Kutch,Nadiad,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Patan-Route-1-NH 754K,Kutch,Patan,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Morbi-Route-1-Bhuj - Bhachau Hwy,Kutch,Morbi,Bhuj - Bhachau Hwy,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
