Route ID,Origin,Destination,Route_Summary,Route_Distance_km,Route_Type,Traffic,Weather,Cargo_Weight_kg,Fuel_Efficiency_kmpl,Adjusted_Efficiency,Fuel_Used_Litres,CO2_Emissions_kg
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Low,Rainy,19502.19,4.0,3.4,125.56,336.51
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Low,Foggy,9505.78,4.18,3.55,120.03,321.68
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Low,Foggy,2368.55,3.8,3.23,131.95,353.63
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Low,Foggy,15386.52,2.87,2.44,175.16,469.42
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Low,Summer,5879.16,2.51,2.39,178.62,478.7
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Low,Summer,18244.04,3.14,2.98,143.18,383.73
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Low,Summer,10942.15,4.27,4.05,105.29,282.18
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Low,Storm,6467.56,4.02,3.42,124.76,334.35
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Low,Storm,15618.8,2.67,2.27,187.66,502.94
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Low,Storm,11852.66,4.16,3.54,120.67,323.41
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Medium,Clear,14998.06,4.47,4.02,106.16,284.52
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Medium,Clear,9582.96,3.75,3.37,126.42,338.82
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Medium,Clear,12273.27,2.51,2.26,188.91,506.29
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Medium,Rainy,18553.92,2.78,2.13,200.36,536.97
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Medium,Rainy,15428.94,2.77,2.12,201.13,539.03
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Medium,Rainy,11221.36,2.89,2.21,193.24,517.89
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Medium,Foggy,16847.09,3.6,2.75,154.98,415.34
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Medium,Foggy,9725.47,2.65,2.03,210.47,564.07
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Medium,Foggy,16928.09,3.99,3.05,139.72,374.46
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Medium,Summer,7424.48,3.43,2.93,145.65,390.34
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Medium,Summer,14468.71,3.87,3.31,128.98,345.66
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Medium,Summer,17772.85,2.55,2.18,195.34,523.5
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,Medium,Storm,13321.53,3.65,2.79,152.9,409.79
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,Medium,Storm,11197.29,4.15,3.17,134.53,360.54
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,Medium,Storm,16769.38,3.89,2.97,143.45,384.43
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,High,Clear,15758.68,4.32,3.24,131.55,352.55
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,High,Clear,8089.29,4.37,3.28,130.25,349.08
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,High,Clear,8072.89,4.11,3.08,138.5,371.18
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,High,Rainy,5713.37,4.02,2.56,166.43,446.03
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,High,Rainy,8613.97,2.8,1.78,239.17,640.98
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,High,Rainy,4211.89,3.88,2.47,172.65,462.69
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,High,Foggy,5384.44,3.98,2.54,167.95,450.1
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,High,Foggy,13417.73,2.65,1.69,252.27,676.07
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,High,Foggy,18784.81,3.96,2.53,168.81,452.42
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,High,Summer,2782.9,3.32,2.36,180.42,483.53
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,High,Summer,17193.04,3.72,2.65,161.06,431.64
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,High,Summer,2948.92,3.15,2.25,189.98,509.15
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Highway,High,Storm,13438.87,4.21,2.69,158.84,425.69
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Urban,High,Storm,16654.51,3.01,1.92,222.0,594.95
Gandhinagar-Patan-Route-3-Gujarat State Highwa,Gandhinagar,Patan,Gujarat State Highway 71,426.66,Mixed,High,Storm,13492.79,4.17,2.66,160.63,430.49
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Low,Clear,4085.34,4.41,4.41,51.58,138.23
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Low,Clear,5767.44,3.08,3.08,73.92,198.11
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Low,Clear,6361.28,4.48,4.48,50.82,136.2
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Low,Rainy,3188.68,2.51,2.13,106.55,285.56
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Low,Rainy,18418.1,3.7,3.15,72.28,193.71
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Low,Rainy,18019.0,2.72,2.32,98.24,263.27
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Low,Foggy,8447.79,2.97,2.52,90.15,241.6
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Low,Foggy,10129.74,4.18,3.56,63.97,171.45
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Low,Foggy,17168.66,2.51,2.13,106.65,285.82
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Low,Summer,8323.33,4.04,3.83,59.33,159.01
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Low,Summer,13020.19,3.83,3.63,62.58,167.71
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Low,Summer,19599.65,4.31,4.1,55.49,148.71
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Low,Storm,10147.03,4.45,3.78,60.19,161.31
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Low,Storm,16951.88,3.12,2.65,85.86,230.1
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Low,Storm,4107.66,4.28,3.64,62.51,167.52
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Medium,Clear,13739.54,4.45,4.01,56.76,152.12
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Medium,Clear,6895.67,3.09,2.78,81.72,219.0
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Medium,Clear,15133.76,3.89,3.5,64.98,174.15
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Medium,Rainy,13317.47,3.15,2.41,94.36,252.89
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Medium,Rainy,14205.99,3.81,2.92,77.99,209.02
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Medium,Rainy,10557.5,2.68,2.05,110.9,297.21
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Medium,Foggy,14524.19,2.95,2.26,100.66,269.76
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Medium,Foggy,10625.38,3.53,2.7,84.2,225.66
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Medium,Foggy,17099.38,4.0,3.06,74.29,199.1
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Medium,Summer,17305.18,4.02,3.44,66.09,177.13
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Medium,Summer,15912.87,2.74,2.34,97.13,260.3
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Medium,Summer,17314.55,3.45,2.95,77.07,206.55
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,Medium,Storm,15562.99,3.71,2.84,80.07,214.58
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,Medium,Storm,18449.25,3.27,2.51,90.79,243.31
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,Medium,Storm,8001.9,3.97,3.04,74.89,200.71
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,High,Clear,13388.76,3.43,2.57,88.4,236.92
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,High,Clear,16830.04,4.28,3.21,70.93,190.09
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,High,Clear,16306.26,3.28,2.46,92.58,248.1
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,High,Rainy,2673.1,3.47,2.21,102.8,275.5
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,High,Rainy,7280.95,3.15,2.01,113.26,303.53
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,High,Rainy,2334.89,3.84,2.45,92.98,249.19
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,High,Foggy,15201.4,3.8,2.42,93.88,251.59
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,High,Foggy,3039.94,3.41,2.18,104.5,280.06
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,High,Foggy,5669.66,3.85,2.46,92.61,248.19
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,High,Summer,5101.51,4.0,2.85,79.74,213.7
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,High,Summer,7803.46,2.77,1.97,115.17,308.65
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,High,Summer,13251.58,3.99,2.84,79.97,214.31
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Highway,High,Storm,16340.48,4.18,2.67,85.34,228.72
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Urban,High,Storm,6085.2,2.52,1.61,141.54,379.34
Gandhinagar-Morbi-Route-1-GJ SH 7,Gandhinagar,Morbi,GJ SH 7,227.44,Mixed,High,Storm,4547.79,3.77,2.4,94.76,253.95
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Low,Clear,8912.85,2.82,2.82,34.15,91.51
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Low,Clear,7141.42,2.88,2.88,33.46,89.67
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Low,Clear,3977.93,3.43,3.43,28.1,75.3
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Low,Rainy,13245.98,2.88,2.45,39.38,105.53
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Low,Rainy,19288.46,3.11,2.64,36.42,97.61
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Low,Rainy,10625.25,4.45,3.79,25.43,68.14
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Low,Foggy,19664.37,3.43,2.92,33.02,88.49
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Low,Foggy,17891.58,3.6,3.06,31.43,84.22
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Low,Foggy,10844.53,2.69,2.29,42.1,112.84
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Low,Summer,19020.19,4.05,3.84,25.05,67.13
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Low,Summer,9662.73,3.43,3.26,29.56,79.22
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Low,Summer,19824.1,4.25,4.04,23.85,63.91
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Low,Storm,18435.76,3.48,2.96,32.53,87.17
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Low,Storm,14729.78,4.36,3.7,25.99,69.65
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Low,Storm,3272.38,3.71,3.16,30.5,81.74
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Medium,Clear,19520.95,4.44,4.0,24.08,64.54
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Medium,Clear,11618.75,2.74,2.47,39.02,104.57
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Medium,Clear,17601.1,3.13,2.81,34.23,91.73
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Medium,Rainy,12469.99,3.55,2.71,35.5,95.14
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Medium,Rainy,9566.12,4.11,3.15,30.59,81.98
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Medium,Rainy,14704.32,3.52,2.69,35.8,95.94
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Medium,Foggy,19620.61,3.4,2.6,37.04,99.26
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Medium,Foggy,5526.66,4.12,3.15,30.58,81.94
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Medium,Foggy,5159.87,3.59,2.74,35.1,94.08
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Medium,Summer,15576.38,2.75,2.35,40.91,109.64
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Medium,Summer,2700.31,2.7,2.31,41.67,111.66
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Medium,Summer,19681.56,3.55,3.03,31.75,85.08
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,Medium,Storm,2472.71,4.27,3.27,29.46,78.95
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,Medium,Storm,15052.91,3.15,2.41,39.92,107.0
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,Medium,Storm,17165.65,3.02,2.31,41.68,111.71
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,High,Clear,18159.33,3.0,2.25,42.73,114.52
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,High,Clear,14744.72,4.22,3.17,30.39,81.46
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,High,Clear,10384.67,4.13,3.1,31.06,83.23
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,High,Rainy,15787.8,4.37,2.79,34.57,92.64
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,High,Rainy,13873.25,3.62,2.31,41.72,111.8
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,High,Rainy,9611.95,2.87,1.83,52.56,140.87
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,High,Foggy,4418.48,3.09,1.97,48.82,130.85
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,High,Foggy,4990.49,3.79,2.42,39.82,106.71
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,High,Foggy,9821.64,3.6,2.3,41.91,112.32
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,High,Summer,19162.96,3.87,2.76,34.9,93.53
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,High,Summer,13389.76,3.81,2.72,35.44,94.97
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,High,Summer,10963.17,3.46,2.46,39.1,104.79
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Highway,High,Storm,5977.06,3.58,2.28,42.19,113.07
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Urban,High,Storm,15032.17,4.05,2.58,37.33,100.05
Gandhinagar-Morbi-Route-2-NH 47,Gandhinagar,Morbi,NH 47,96.28,Mixed,High,Storm,8871.99,3.45,2.2,43.81,117.41
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Low,Clear,8256.51,4.21,4.21,32.31,86.6
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Low,Clear,8911.36,3.47,3.47,39.2,105.06
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Low,Clear,7706.72,3.69,3.69,36.81,98.66
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Low,Rainy,6535.91,4.27,3.63,37.41,100.26
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Low,Rainy,9406.94,3.71,3.15,43.1,115.5
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Low,Rainy,2624.85,2.85,2.42,56.06,150.24
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Low,Foggy,4429.9,3.33,2.83,47.95,128.5
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Low,Foggy,13197.32,4.02,3.42,39.78,106.61
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Low,Foggy,8353.88,3.86,3.28,41.46,111.12
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Low,Summer,15992.06,3.66,3.47,39.11,104.82
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Low,Summer,16346.35,3.29,3.13,43.47,116.49
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Low,Summer,15107.58,3.04,2.89,47.08,126.17
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Low,Storm,14480.03,3.93,3.34,40.66,108.96
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Low,Storm,18150.29,2.73,2.32,58.51,156.81
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Low,Storm,13916.9,3.54,3.01,45.1,120.86
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Medium,Clear,14894.12,3.36,3.02,44.94,120.43
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Medium,Clear,7161.93,3.05,2.74,49.58,132.88
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Medium,Clear,19842.48,3.7,3.33,40.79,109.33
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Medium,Rainy,14438.51,2.52,1.93,70.48,188.89
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Medium,Rainy,16327.65,2.85,2.18,62.25,166.84
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Medium,Rainy,10672.22,4.36,3.33,40.76,109.23
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Medium,Foggy,4905.11,2.57,1.97,69.13,185.27
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Medium,Foggy,15060.34,2.7,2.06,65.85,176.48
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Medium,Foggy,13510.7,2.73,2.09,64.99,174.17
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Medium,Summer,16802.02,4.17,3.57,38.07,102.02
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Medium,Summer,9825.31,2.91,2.48,54.69,146.57
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Medium,Summer,9847.42,4.25,3.63,37.44,100.34
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,Medium,Storm,13518.97,3.29,2.52,53.93,144.54
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,Medium,Storm,12856.28,4.08,3.12,43.58,116.79
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,Medium,Storm,3976.72,4.44,3.4,40.02,107.24
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Highway,High,Clear,8068.89,3.03,2.27,59.83,160.35
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Urban,High,Clear,3018.81,2.6,1.95,69.66,186.7
Gandhinagar-Bharuch-Route-1-NE 1 and NE 4,Gandhinagar,Bharuch,NE 1 and NE 4,135.89,Mixed,High,Clear,11654.74,4.45,3.34,40.72,109.12
